partNumber,resourceType,section,issueType,severity,problem,recommendation,fixSource,affectsLaunch
26,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
26,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
26,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
27,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
27,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
27,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
27,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
27,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
27,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
28,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"7 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
28,briefing,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
28,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
28,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
28,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
28,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"3 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
28,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
28,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
28,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
29,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
29,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
29,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"5 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
29,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 3 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
29,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
29,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
30,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"7 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
